"title","authors","matched_title","matched_author","submitted","updated","score","num_reviews","id","arx_id","arx_id_match","match_type"
"Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction","[""Da Xiao"", ""Jo-Yu Liao"", ""Xingyuan Yuan""]","Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction","Da Xiao|Jo-Yu Liao|Xingyuan Yuan","2018-02-08 03:08:34","2018-02-08 03:08:34",5.66666666666667,3,"rJlMAAeC-",NA,"1802.02696v1","automatic"
"Learning Parametric Closed-Loop Policies for Markov Potential Games","[""Sergio Valcarcel Macua"", ""Javier Zazo"", ""Santiago Zazo""]","Learning Parametric Closed-Loop Policies for Markov Potential Games","Sergio Valcarcel Macua|Javier Zazo|Santiago Zazo","2018-02-03 02:56:54","2018-05-22 11:23:55",6.33333333333333,3,"rJm7VfZA-",NA,"1802.00899v2","automatic"
"Three factors influencing minima in SGD","[""Stanis\u0142aw Jastrz\u0119bski"", ""Zac Kenton"", ""Devansh Arpit"", ""Nicolas Ballas"", ""Asja Fischer"", ""Amos Storkey"", ""Yoshua Bengio""]","Three Factors Influencing Minima in SGD","Stanisław Jastrzębski|Zachary Kenton|Devansh Arpit|Nicolas Ballas|Asja Fischer|Yoshua Bengio|Amos Storkey","2017-11-13 15:11:56","2018-09-13 09:29:55",4.66666666666667,3,"rJma2bZCW",NA,"1711.04623v3","automatic"
"HybridNet: A Hybrid Neural Architecture to Speed-up Autoregressive  Models","[""Yanqi Zhou"", ""Wei Ping"", ""Sercan Arik"", ""Kainan Peng"", ""Greg Diamos""]",NA,NA,NA,NA,4.66666666666667,3,"rJoXrxZAZ",NA,NA,"automatic"
"Clipping Free Attacks Against Neural Networks","[""Boussad ADDAD""]",NA,NA,NA,NA,4,3,"rJqfKPJ0Z",NA,NA,"automatic"
"Lung Tumor Location and Identification with AlexNet and a Custom CNN","[""Allison M Rossetto"", ""Wenjin Zhou""]",NA,NA,NA,NA,2.66666666666667,3,"rJr4kfWCb",NA,NA,"automatic"
"Empirical Analysis of the Hessian of Over-Parametrized Neural Networks","[""Levent Sagun"", ""Utku Evci"", ""V. Ugur Guney"", ""Yann Dauphin"", ""Leon Bottou""]","Empirical Analysis of the Hessian of Over-Parametrized Neural Networks","Levent Sagun|Utku Evci|V. Ugur Guney|Yann Dauphin|Leon Bottou","2017-06-14 12:50:00","2018-05-07 15:43:39",4.66666666666667,3,"rJrTwxbCb",NA,"1706.04454v3","automatic"
"TRL: Discriminative Hints for Scalable Reverse Curriculum Learning","[""Chen Wang"", ""Xiangyu Chen"", ""Zelin Ye"", ""Jialu Wang"", ""Ziruo Cai"", ""Shixiang Gu"", ""Cewu Lu""]",NA,NA,NA,NA,4.33333333333333,3,"rJssAZ-0-",NA,NA,"automatic"
"Generating Differentially Private Datasets Using GANs","[""Aleksei Triastcyn"", ""Boi Faltings""]",NA,NA,NA,NA,5,3,"rJv4XWZA-",NA,NA,"automatic"
"An efficient framework for learning sentence representations","[""Lajanugen Logeswaran"", ""Honglak Lee""]","An efficient framework for learning sentence representations","Lajanugen Logeswaran|Honglak Lee","2018-03-07 22:02:10","2018-03-07 22:02:10",6.66666666666667,3,"rJvJXZb0W",NA,"1803.02893v1","automatic"
"Divide-and-Conquer Reinforcement Learning","[""Dibya Ghosh"", ""Avi Singh"", ""Aravind Rajeswaran"", ""Vikash Kumar"", ""Sergey Levine""]","Divide-and-Conquer Reinforcement Learning","Dibya Ghosh|Avi Singh|Aravind Rajeswaran|Vikash Kumar|Sergey Levine","2017-11-27 18:46:00","2018-04-27 17:55:06",6,3,"rJwelMbR-",NA,"1711.09874v2","automatic"
"Towards Deep Learning Models Resistant to Adversarial Attacks","[""Aleksander Madry"", ""Aleksandar Makelov"", ""Ludwig Schmidt"", ""Dimitris Tsipras"", ""Adrian Vladu""]","Towards Deep Learning Models Resistant to Adversarial Attacks","Aleksander Madry|Aleksandar Makelov|Ludwig Schmidt|Dimitris Tsipras|Adrian Vladu","2017-06-19 17:53:11","2019-09-04 18:53:10",6.66666666666667,3,"rJzIBfZAb",NA,"1706.06083v4","automatic"
"Learning an Embedding Space for Transferable Robot Skills","[""Karol Hausman"", ""Jost Tobias Springenberg"", ""Ziyu Wang"", ""Nicolas Heess"", ""Martin Riedmiller""]",NA,NA,NA,NA,7,3,"rk07ZXZRb",NA,NA,"automatic"
"End-to-End Abnormality Detection in Medical Imaging","[""Dufan Wu"", ""Kyungsang Kim"", ""Bin Dong"", ""Quanzheng Li""]",NA,NA,NA,NA,5,3,"rk1FQA0pW",NA,NA,"automatic"
"Policy Gradient For Multidimensional Action Spaces: Action Sampling and Entropy Bonus","[""Vuong Ho Quan"", ""Yiming Zhang"", ""Kenny Song"", ""Xiao-Yue Gong"", ""Keith W. Ross""]",NA,NA,NA,NA,5.33333333333333,3,"rk3b2qxCW",NA,NA,"automatic"
"Diffusing Policies : Towards Wasserstein Policy Gradient Flows","[""Pierre H. Richemond"", ""Brendan Maginnis""]",NA,NA,NA,NA,4.33333333333333,3,"rk3mjYRp-",NA,NA,"automatic"
"Topic-Based Question Generation","[""Wenpeng Hu"", ""Bing Liu"", ""Rui Yan"", ""Dongyan Zhao"", ""Jinwen Ma""]",NA,NA,NA,NA,5,3,"rk3pnae0b",NA,NA,"automatic"
"Stochastic Variational Video Prediction","[""Mohammad Babaeizadeh"", ""Chelsea Finn"", ""Dumitru Erhan"", ""Roy H. Campbell"", ""Sergey Levine""]","Stochastic Variational Video Prediction","Mohammad Babaeizadeh|Chelsea Finn|Dumitru Erhan|Roy H. Campbell|Sergey Levine","2017-10-30 21:48:54","2018-03-06 16:35:06",7,3,"rk49Mg-CW",NA,"1710.11252v2","automatic"
"Graph Partition Neural Networks for Semi-Supervised Classification","[""Renjie Liao"", ""Marc Brockschmidt"", ""Daniel Tarlow"", ""Alexander Gaunt"", ""Raquel Urtasun"", ""Richard S. Zemel""]","Graph Partition Neural Networks for Semi-Supervised Classification","Renjie Liao|Marc Brockschmidt|Daniel Tarlow|Alexander L. Gaunt|Raquel Urtasun|Richard Zemel","2018-03-16 15:34:06","2018-03-16 15:34:06",5.66666666666667,3,"rk4Fz2e0b",NA,"1803.06272v1","automatic"
"Intriguing Properties of Adversarial Examples","[""Ekin Dogus Cubuk"", ""Barret Zoph"", ""Samuel Stern Schoenholz"", ""Quoc V. Le""]","Intriguing Properties of Adversarial Examples","Ekin D. Cubuk|Barret Zoph|Samuel S. Schoenholz|Quoc V. Le","2017-11-08 06:54:49","2017-11-08 06:54:49",5.33333333333333,3,"rk6H0ZbRb",NA,"1711.02846v1","automatic"
"Learning Intrinsic Sparse Structures within Long Short-Term Memory","[""Wei Wen"", ""Yuxiong He"", ""Samyam Rajbhandari"", ""Minjia Zhang"", ""Wenhan Wang"", ""Fang Liu"", ""Bin Hu"", ""Yiran Chen"", ""Hai Li""]","Learning Intrinsic Sparse Structures within Long Short-Term Memory","Wei Wen|Yuxiong He|Samyam Rajbhandari|Minjia Zhang|Wenhan Wang|Fang Liu|Bin Hu|Yiran Chen|Hai Li","2017-09-15 01:10:23","2018-02-11 16:36:32",6.66666666666667,3,"rk6cfpRjZ",NA,"1709.05027v7","automatic"
"Fixing Weight Decay Regularization in Adam","[""Ilya Loshchilov"", ""Frank Hutter""]",NA,NA,NA,NA,6.33333333333333,3,"rk6qdGgCZ",NA,NA,"automatic"
"Gating out sensory noise in a spike-based Long Short-Term Memory network","[""Davide Zambrano"", ""Isabella Pozzi"", ""Roeland Nusselder"", ""Sander Bohte""]",NA,NA,NA,NA,4.66666666666667,3,"rk8R_JWRW",NA,NA,"automatic"
"Convolutional Sequence Modeling Revisited","[""Shaojie Bai"", ""J. Zico Kolter"", ""Vladlen Koltun""]",NA,NA,NA,NA,5.66666666666667,3,"rk8wKk-R-",NA,NA,"automatic"
"LEAP: Learning Embeddings for Adaptive Pace","[""Vithursan Thangarasa"", ""Graham W. Taylor""]",NA,NA,NA,NA,4.33333333333333,3,"rk9kKMZ0-",NA,NA,"automatic"
"Ensemble Methods as a Defense to Adversarial Perturbations Against Deep Neural Networks","[""Thilo Strauss"", ""Markus Hanselmann"", ""Andrej Junginger"", ""Holger Ulmer""]","Ensemble Methods as a Defense to Adversarial Perturbations Against Deep Neural Networks","Thilo Strauss|Markus Hanselmann|Andrej Junginger|Holger Ulmer","2017-09-11 15:01:03","2018-02-08 08:48:03",5.33333333333333,3,"rkA1f3NpZ",NA,"1709.03423v2","automatic"
"Variance-based Gradient Compression for Efficient Distributed Deep Learning","[""Yusuke Tsuzuku"", ""Hiroto Imachi"", ""Takuya Akiba""]","Variance-based Gradient Compression for Efficient Distributed Deep Learning","Yusuke Tsuzuku|Hiroto Imachi|Takuya Akiba","2018-02-16 18:15:33","2018-02-20 04:13:14",5.66666666666667,3,"rkEfPeZRb",NA,"1802.06058v2","automatic"
"Parametric Adversarial Divergences are Good Task Losses for Generative Modeling","[""Gabriel Huang"", ""Hugo Berard"", ""Ahmed Touati"", ""Gauthier Gidel"", ""Pascal Vincent"", ""Simon Lacoste-Julien""]",NA,NA,NA,NA,4.66666666666667,3,"rkEtzzWAb",NA,NA,"automatic"
"Compact Neural Networks based on the Multiscale Entanglement Renormalization Ansatz","[""Andrew Hallam"", ""Edward Grant"", ""Vid Stojevic"", ""Simone Severini"", ""Andrew G. Green""]","Compact Neural Networks based on the Multiscale Entanglement Renormalization Ansatz","Andrew Hallam|Edward Grant|Vid Stojevic|Simone Severini|Andrew G. Green","2017-11-09 12:55:59","2018-12-12 23:55:50",4.66666666666667,3,"rkGZuJb0b",NA,"1711.03357v3","automatic"
"The Reactor: A fast and sample-efficient Actor-Critic agent for  Reinforcement Learning","[""Audrunas Gruslys"", ""Will Dabney"", ""Mohammad Gheshlaghi Azar"", ""Bilal Piot"", ""Marc Bellemare"", ""Remi Munos""]","The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning","Audrunas Gruslys|Will Dabney|Mohammad Gheshlaghi Azar|Bilal Piot|Marc Bellemare|Remi Munos","2017-04-15 15:38:23","2018-06-19 15:32:15",7,3,"rkHVZWZAZ",NA,"1704.04651v2","automatic"
"Learning Robust Rewards with Adverserial Inverse Reinforcement Learning","[""Justin Fu"", ""Katie Luo"", ""Sergey Levine""]","DNA-GAN: Learning Disentangled Representations from Multi-Attribute
  Images","Taihong Xiao|Jiapeng Hong|Jinwen Ma","2017-11-15 05:49:39","2018-03-28 02:42:06",6.33333333333333,3,"rkHywl-A-","1711.05415","1711.05415v2","manual_title"
"Neumann Optimizer: A Practical Optimization Algorithm for Deep Neural Networks","[""Shankar Krishnan"", ""Ying Xiao"", ""Rif. A. Saurous""]","Neumann Optimizer: A Practical Optimization Algorithm for Deep Neural Networks","Shankar Krishnan|Ying Xiao|Rif A. Saurous","2017-12-08 22:26:58","2017-12-08 22:26:58",6,3,"rkLyJl-0-",NA,"1712.03298v1","automatic"
"Bias-Variance Decomposition for Boltzmann Machines","[""Mahito Sugiyama"", ""Koji Tsuda"", ""Hiroyuki Nakahara""]",NA,NA,NA,NA,5.66666666666667,3,"rkMt1bWAZ",NA,NA,"automatic"
"SCAN: Learning Hierarchical Compositional Visual Concepts","[""Irina Higgins"", ""Nicolas Sonnerat"", ""Loic Matthey"", ""Arka Pal"", ""Christopher P Burgess"", ""Matko Bo\u0161njak"", ""Murray Shanahan"", ""Matthew Botvinick"", ""Demis Hassabis"", ""Alexander Lerchner""]","SCAN: Learning Hierarchical Compositional Visual Concepts","Irina Higgins|Nicolas Sonnerat|Loic Matthey|Arka Pal|Christopher P Burgess|Matko Bosnjak|Murray Shanahan|Matthew Botvinick|Demis Hassabis|Alexander Lerchner","2017-07-11 17:58:45","2018-06-06 17:25:01",6,3,"rkN2Il-RZ",NA,"1707.03389v3","automatic"
"Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks","[""Youngjin Kim"", ""Minjung Kim"", ""Gunhee Kim""]","Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks","Youngjin Kim|Minjung Kim|Gunhee Kim","2018-03-05 05:17:42","2018-03-10 02:47:12",6.33333333333333,3,"rkO3uTkAZ",NA,"1803.01500v2","automatic"
"Recursive Binary Neural Network Learning Model  with 2-bit/weight Storage Requirement","[""Tianchan Guan"", ""Xiaoyang Zeng"", ""Mingoo Seok""]",NA,NA,NA,NA,6,3,"rkONG0xAW",NA,NA,"automatic"
"Modular Continual Learning in a Unified Visual Environment","[""Kevin T. Feigelis"", ""Blue Sheffer"", ""Daniel L. K. Yamins""]","Modular Continual Learning in a Unified Visual Environment","Kevin T. Feigelis|Blue Sheffer|Daniel L. K. Yamins","2017-11-20 17:31:12","2017-12-12 04:31:00",7.33333333333333,3,"rkPLzgZAZ",NA,"1711.07425v2","automatic"
"Improving GANs Using Optimal Transport","[""Tim Salimans"", ""Han Zhang"", ""Alec Radford"", ""Dimitris Metaxas""]","Improving GANs Using Optimal Transport","Tim Salimans|Han Zhang|Alec Radford|Dimitris Metaxas","2018-03-15 02:34:46","2018-03-15 02:34:46",6.66666666666667,3,"rkQkBnJAb",NA,"1803.05573v1","automatic"
"Generative Adversarial Networks using Adaptive Convolution","[""Nhat M. Nguyen"", ""Nilanjan Ray""]","Generative Adversarial Networks using Adaptive Convolution","Nhat M. Nguyen|Nilanjan Ray","2018-01-25 23:49:19","2018-01-25 23:49:19",4,3,"rkQsMCJCb",NA,"1802.02226v1","automatic"
"DNN Representations as Codewords: Manipulating Statistical Properties via Penalty Regularization","[""Daeyoung Choi"", ""Changho Shin"", ""Hyunghun Cho"", ""Wonjong Rhee""]",NA,NA,NA,NA,5,3,"rkQu4Wb0Z",NA,NA,"automatic"
"Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs","[""W. James Murdoch"", ""Peter J. Liu"", ""Bin Yu""]","Beyond Word Importance: Contextual Decomposition to Extract Interactions from LSTMs","W. James Murdoch|Peter J. Liu|Bin Yu","2018-01-16 19:21:48","2018-04-27 22:25:53",7,3,"rkRwGg-0Z",NA,"1801.05453v2","automatic"
"DeepArchitect: Automatically Designing and Training Deep Architectures","[""Renato Negrinho"", ""Geoff Gordon""]","DeepArchitect: Automatically Designing and Training Deep Architectures","Renato Negrinho|Geoff Gordon","2017-04-28 02:48:38","2017-04-28 02:48:38",4.33333333333333,3,"rkTBjG-AZ",NA,"1704.08792v1","automatic"
"Boundary Seeking GANs","[""R Devon Hjelm"", ""Athul Paul Jacob"", ""Adam Trischler"", ""Gerry Che"", ""Kyunghyun Cho"", ""Yoshua Bengio""]",NA,NA,NA,NA,6,3,"rkTS8lZAb",NA,NA,"automatic"
"XGAN: Unsupervised Image-to-Image Translation for many-to-many Mappings","[""Amelie Royer"", ""Konstantinos Bousmalis"", ""Stephan Gouws"", ""Fred Bertsch"", ""Inbar Mosseri"", ""Forrester Cole"", ""Kevin Murphy""]","XGAN: Unsupervised Image-to-Image Translation for Many-to-Many Mappings","Amélie Royer|Konstantinos Bousmalis|Stephan Gouws|Fred Bertsch|Inbar Mosseri|Forrester Cole|Kevin Murphy","2017-11-14 15:18:38","2018-07-10 17:25:59",3.66666666666667,3,"rkWN3g-AZ",NA,"1711.05139v6","automatic"
"Unsupervised Machine Translation Using Monolingual Corpora Only","[""Guillaume Lample"", ""Alexis Conneau"", ""Ludovic Denoyer"", ""Marc'Aurelio Ranzato""]","Unsupervised Machine Translation Using Monolingual Corpora Only","Guillaume Lample|Alexis Conneau|Ludovic Denoyer|Marc'Aurelio Ranzato","2017-10-31 18:31:11","2018-04-13 13:30:28",7.33333333333333,3,"rkYTTf-AZ",NA,"1711.00043v2","automatic"
"One-shot and few-shot learning of word embeddings","[""Andrew Kyle Lampinen"", ""James Lloyd McClelland""]","One-shot and few-shot learning of word embeddings","Andrew K. Lampinen|James L. McClelland","2017-10-27 18:05:22","2018-01-02 16:53:05",3.66666666666667,3,"rkYgAJWCZ",NA,"1710.10280v2","automatic"
"Scalable Private Learning with PATE","[""Nicolas Papernot"", ""Shuang Song"", ""Ilya Mironov"", ""Ananth Raghunathan"", ""Kunal Talwar"", ""Ulfar Erlingsson""]","Scalable Private Learning with PATE","Nicolas Papernot|Shuang Song|Ilya Mironov|Ananth Raghunathan|Kunal Talwar|Úlfar Erlingsson","2018-02-24 20:39:51","2018-02-24 20:39:51",6.33333333333333,3,"rkZB1XbRZ",NA,"1802.08908v1","automatic"
"Ensemble Adversarial Training: Attacks and Defenses","[""Florian Tram\u00e8r"", ""Alexey Kurakin"", ""Nicolas Papernot"", ""Ian Goodfellow"", ""Dan Boneh"", ""Patrick McDaniel""]","Ensemble Adversarial Training: Attacks and Defenses","Florian Tramèr|Alexey Kurakin|Nicolas Papernot|Ian Goodfellow|Dan Boneh|Patrick McDaniel","2017-05-19 21:56:43","2020-04-26 22:20:25",6,3,"rkZvSe-RZ",NA,"1705.07204v5","automatic"
"Feat2Vec:  Dense Vector Representation for Data with Arbitrary Features","[""Luis Armona"", ""Jos\u00e9 P. Gonz\u00e1lez-Brenes"", ""Ralph Edezhath""]",NA,NA,NA,NA,5.33333333333333,3,"rkZzY-lCb",NA,NA,"automatic"
"Building Generalizable Agents with a Realistic and Rich 3D Environment","[""Yi Wu"", ""Yuxin Wu"", ""Georgia Gkioxari"", ""Yuandong Tian""]","Building Generalizable Agents with a Realistic and Rich 3D Environment","Yi Wu|Yuxin Wu|Georgia Gkioxari|Yuandong Tian","2018-01-07 16:34:41","2018-04-08 22:09:00",5.66666666666667,3,"rkaT3zWCZ",NA,"1801.02209v2","automatic"
"Neural Compositional Denotational Semantics for Question Answering","[""Nitish Gupta"", ""Mike Lewis""]","Neural Compositional Denotational Semantics for Question Answering","Nitish Gupta|Mike Lewis","2018-08-29 17:43:11","2018-08-29 17:43:11",5.33333333333333,3,"rkaqxm-0b",NA,"1808.09942v1","automatic"
"Variational image compression with a scale hyperprior","[""Johannes Ball\u00e9"", ""David Minnen"", ""Saurabh Singh"", ""Sung Jin Hwang"", ""Nick Johnston""]","Variational image compression with a scale hyperprior","Johannes Ballé|David Minnen|Saurabh Singh|Sung Jin Hwang|Nick Johnston","2018-02-01 00:42:29","2018-05-01 05:30:29",7,3,"rkcQFMZRb",NA,"1802.01436v2","automatic"
"A dynamic game approach to training robust deep policies","[""Olalekan Ogunmolu""]",NA,NA,NA,NA,4.33333333333333,3,"rkc_hGb0Z",NA,NA,"automatic"
"Continuous-Time Flows for Efficient Inference and Density Estimation","[""Changyou Chen"", ""Chunyuan Li"", ""Liqun Chen"", ""Wenlin Wang"", ""Yunchen Pu"", ""Lawrence Carin""]","Continuous-Time Flows for Efficient Inference and Density Estimation","Changyou Chen|Chunyuan Li|Liqun Chen|Wenlin Wang|Yunchen Pu|Lawrence Carin","2017-09-04 22:00:16","2018-08-01 15:11:22",5,3,"rkcya1ZAW",NA,"1709.01179v4","automatic"
"Dynamic Evaluation of Neural Sequence Models","[""Ben Krause"", ""Emmanuel Kahembwe"", ""Iain Murray"", ""Steve Renals""]","Dynamic Evaluation of Neural Sequence Models","Ben Krause|Emmanuel Kahembwe|Iain Murray|Steve Renals","2017-09-21 17:50:04","2017-10-25 22:31:34",5.66666666666667,3,"rkdU7tCaZ",NA,"1709.07432v2","automatic"
"Variance Regularizing Adversarial Learning","[""Karan Grewal"", ""R Devon Hjelm"", ""Yoshua Bengio""]","Variance Regularizing Adversarial Learning","Karan Grewal|R Devon Hjelm|Yoshua Bengio","2017-07-02 15:36:07","2018-08-19 20:21:33",5,3,"rkeZRGbRW",NA,"1707.00309v2","automatic"
"Memory-based Parameter Adaptation","[""Pablo Sprechmann"", ""Siddhant M. Jayakumar"", ""Jack W. Rae"", ""Alexander Pritzel"", ""Adria Puigdomenech Badia"", ""Benigno Uria"", ""Oriol Vinyals"", ""Demis Hassabis"", ""Razvan Pascanu"", ""Charles Blundell""]","Memory-based Parameter Adaptation","Pablo Sprechmann|Siddhant M. Jayakumar|Jack W. Rae|Alexander Pritzel|Adrià Puigdomènech Badia|Benigno Uria|Oriol Vinyals|Demis Hassabis|Razvan Pascanu|Charles Blundell","2018-02-28 17:21:44","2018-02-28 17:21:44",6.66666666666667,3,"rkfOvGbCW",NA,"1802.10542v1","automatic"
"Improving Search Through A3C Reinforcement Learning Based Conversational Agent","[""Milan Aggarwal"", ""Aarushi Arora"", ""Shagun Sodhani"", ""Balaji Krishnamurthy""]","Improving Search through A3C Reinforcement Learning based Conversational Agent","Milan Aggarwal|Aarushi Arora|Shagun Sodhani|Balaji Krishnamurthy","2017-09-17 10:56:41","2018-08-19 08:00:34",3.33333333333333,3,"rkfbLilAb",NA,"1709.05638v2","automatic"
"Neural Language Modeling by Jointly Learning Syntax and Lexicon","[""Yikang Shen"", ""Zhouhan Lin"", ""Chin-wei Huang"", ""Aaron Courville""]","Neural Language Modeling by Jointly Learning Syntax and Lexicon","Yikang Shen|Zhouhan Lin|Chin-Wei Huang|Aaron Courville","2017-11-02 23:02:52","2018-02-19 04:48:35",7.33333333333333,3,"rkgOLb-0W",NA,"1711.02013v2","automatic"
"Distributed non-parametric deep and wide networks","[""Biswa Sengupta"", ""Yu Qian""]",NA,NA,NA,NA,3,3,"rkhCSO4T-",NA,NA,"automatic"
"Wavelet Pooling for Convolutional Neural Networks","[""Travis Williams"", ""Robert Li""]",NA,NA,NA,NA,6.66666666666667,3,"rkhlb8lCZ",NA,NA,"automatic"
"AANN: Absolute Artificial Neural Network","[""Animesh Karnewar""]",NA,NA,NA,NA,3.66666666666667,3,"rkhxwltab",NA,NA,"automatic"
"Tandem Blocks in Deep Convolutional Neural Networks","[""Chris Hettinger"", ""Tanner Christensen"", ""Jeff Humpherys"", ""Tyler J Jarvis""]","Tandem Blocks in Deep Convolutional Neural Networks","Chris Hettinger|Tanner Christensen|Jeffrey Humpherys|Tyler J. Jarvis","2018-06-01 00:19:05","2018-06-01 00:19:05",5.33333333333333,3,"rkmoiMbCb",NA,"1806.00145v1","automatic"
"Unsupervised Hierarchical Video Prediction","[""Nevan Wichers"", ""Dumitru Erhan"", ""Honglak Lee""]",NA,NA,NA,NA,4,3,"rkmtTJZCb",NA,NA,"automatic"
"MGAN: Training Generative Adversarial Nets with Multiple Generators","[""Quan Hoang"", ""Tu Dinh Nguyen"", ""Trung Le"", ""Dinh Phung""]","Recurrent Neural Networks with Top-k Gains for Session-based
  Recommendations","Balázs Hidasi|Alexandros Karatzoglou","2017-06-12 20:49:23","2018-08-28 11:22:49",6,3,"rkmu5b0a-","1706.03847","1706.03847v3","manual_title"
"Compositional Obverter Communication Learning from Raw Visual Input","[""Edward Choi"", ""Angeliki Lazaridou"", ""Nando de Freitas""]","Compositional Obverter Communication Learning From Raw Visual Input","Edward Choi|Angeliki Lazaridou|Nando de Freitas","2018-04-06 16:12:51","2018-04-06 16:12:51",6,3,"rknt2Be0-",NA,"1804.02341v1","automatic"
"Self-ensembling for visual domain adaptation","[""Geoff French"", ""Michal Mackiewicz"", ""Mark Fisher""]","Self-ensembling for visual domain adaptation","Geoffrey French|Michal Mackiewicz|Mark Fisher","2017-06-16 10:10:42","2018-09-23 05:50:44",7,3,"rkpoTaxA-",NA,"1706.05208v4","automatic"
